Symbole;Type de l'article;Designation  Abrégée;UG RT;Libellé UG RT;UG GR;Libellé UG GR;NPA (O/N);Unité Stock;Code Distribution réservée
79401530;V;VOYANT DE T.I.V DU TYPE B,110;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401531;V;VOYANT DE T.I.V DU TYPE B,120;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401532;V;VOYANT DE T.I.V DU TYPE B,130;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401533;V;VOYANT DE T.I.V DU TYPE B,140;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401534;V;VOYANT DE T.I.V DU TYPE B,150;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401539;V;VOYANT TIV TYPE C-60 REFLECT.;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401540;V;VOYANT TIV TYPE C-70- REFLECT.;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401541;V;VOYANT TIV TYPE C-80-REFLECT.;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401542;V;VOYANT TIV TYPE C-90- REFLECT.;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401543;V;VOYANT TIV TYPE C-100-REFLECT.;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401544;V;VOYANT TIV TYPE C-110-REFLECT.;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401545;V;VOYANT TIV TYPE C-120-REFLECT.;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401546;V;VOYANT TIV TYPE C-130-REFLECT.;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401547;V;VOYANT TIV TYPE C-140-REFLECT.;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401548;V;VOYANT TIV TYPE C-150-REFLECT.;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401549;V;VOYANT TIV TYPE C-160-REFLECT;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401550;V;VOYANT A 3 CH.TIV TYPE B-190;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401553;V;"VOYANT 2 CHIFFRES,TYPE B ""60""";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401555;V;"VOYANT 2 CHIFFRES,TYPE B ""80""";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401605;V;VOYANT REDUIT CARRE REFLECT.10;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401606;V;VOYANT REDUIT CARRE REFLECT.20;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401607;V;VOYANT REDUIT CARRE REFLECT-30;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401608;V;VOYANT REDUIT CARRE REFLECT-40;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401609;V;VOYANT REDUIT CARRE REFLECT-50;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401610;V;VOYANT REDUIT CARRE REFLECT.60;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401611;V;VOYANT REDUIT CARRE REFLECT.70;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401612;V;VOYANT REDUIT CARRE REFLECT.80;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401613;V;VOYANT REDUIT CARRE REFLECT.90;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401618;V;VOYANT REPERE DIST.SIG.DROITE;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401619;V;VOYANT REPERE DIST.SIG.GAUCHE;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401638;V;"VOYANT A LENTILLE ""8"" (GRAS)";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401655;V;"VOYANT TIV ""110"" REFLECTORISE";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401656;V;"VOYANT TIV REFLECTORISE ""120""";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401657;V;"VOYANT TIV REFLECTORISE ""130""";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401658;V;"VOYANT TIV REFLECTORISE ""140""";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401662;V;VOYANT TIV LOSANGE REFLEC. 30-;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401663;V;VOYANT TIV LOSANGE REFLEC. 40.;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401686;V;"VOYANT TIV B ""145"" REFLECT.";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401688;V;VOYANT TIV TYPE C-145-REFLECT.;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401689;V;VOYANT TIV TYPE C-155 REFLECT.;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401695;V;"VOYANT DE PANCARTE ""TT""";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401708;V;PLAQUE-F-PETIT MODELE-REFLEC.;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401709;V;PLAQUE-NF-PETIT MODELE,REFL.;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401710;V;PLAQUE ID- PR-PETIT MOD-REFL.;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401726;V;VOYANT TABLEAU -D- REFECTORISE;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401728;V;VOYANT TABLEAU-IMP-REFLECT-;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401764;V;VOYANT PAN-ARRET MACH-REFLECT-;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401765;V;"VOYANT ""ARRET MANOEUVRES"" REF.";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401766;V;"VOYANT ""ARRET REFOULEMENT"" REF";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401767;V;"VOYANT ""ARRET MOUV."" DEPOT REF";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401768;V;"VOYANT DE PANCARTE REFLECT.""G""";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401769;V;VOYANT DE PANCARTE REFLECT.SAS;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401772;V;PLAQUE RECON. DIFF. VAT POTEAU;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401773;V;PLAQUE DISP. RECON. VAT POTEAU;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401775;V;PLAQUE RECON-DIF-VAT-POTENCE;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401776;V;PLAQUE DISP.RECON.VAT POTENCE;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401782;V;"VOYANT LENT.""COUPEZ COUR"" EXE.";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401783;V;VOYANT COUPEZ COURANT FIN.PRC;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401875;V;"VOYANT REDUIT TIV ""100"" REFECT";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401876;V;"VOYANT REDUIT TIV ""110"" REFLEC";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401878;V;"VOYANT REDUIT TIV ""130"" REFLEC";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401880;V;"VOYANT TIV LOSANGE ""160""";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401899;V;MASQUE SIGNAUX DE CHANTIER;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401913;V;VOYANT (BAISSEZ PANTO.) 1500;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401914;V;VOYANT (BAISSEZ PANTO.) 25000;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401915;V;VOYANT LENTILLE-V.ELEC-;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401920;V;VOYANT LENTILLE -TLC- T-DAMIER;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401949;V;FLECHE POUR SIGNAUX;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401953;V;"VOYANT REPERE ""CHEVRON"" REFLEC";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401962;V;"VOYANT ""CHAUFFAGE"" DE COUPURE";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79401963;V;"VOYANT ""CHAUFFAGE"" RETABLISSE.";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402062;V;VOYANT TIV TYPE C-135-REFLECT.;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402068;V;VOYANT RED.TIV.CAR.REFL.95;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402093;V;VOYANT TIV TYPE  C-50 REFLECT.;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402097;V;"VOYANT LENTILLES ""4""";05410;IG.SF 65;05191;INFRALOG SM1;N;PIECE;68
79402127;V;"VOYANT LENT""BAISSEZ-PANTO"" FP";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402172;V;ELEMENT DE GRAND CADRE NOIR;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402173;V;ELEMENT DU GRAND CADRE BLANC;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402231;V;VOYANT EFFACABLE POUR TECS;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402232;V;VOYANT EFFACABLE POUR TSCS;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402252;V;VOYANT EFF.BAISSEZ PANTO DIST.;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402253;V;VOYANT REDUIT BAISSEZ PANTO EX;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402256;V;VOYANT REDUIT FIXE-60-CARRE;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402266;V;VOYANT LENTILLE TIND VERS HAUT;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402267;V;VOYANT CIRCULAIRE BLANC FLECHE;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402275;V;VOYANT CADR.ARRET TRAINS CHANT;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402296;V;VOYANT DE DISQUE JAUNE POLYEST;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402299;V;VOYANT TRANSLUC-SIGNX A GAUCHE;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402302;V;VOYANT TRANSLUCIDE -FIN TGV-;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402307;V;VOYANT A LENTILLE SIG.A GAUCHE;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402309;V;VOYANT REFLECT.REPERE NF OU F;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402314;V;ECRAN BOITE A FEUX (LGV - PN);05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402344;V;VOYANT REDUIT FIXE-30-CARRE;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402347;V;"PLAQUE ""BM"" GRAND MOD.POLYEST.";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402372;V;PLAQUE REPERAGE KILOMETRIQ.TGV;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402373;V;PLAQUE PRESENCE DES CM (TGV);05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402392;V;VOYANT REFLECT.ARRET TRAIN.CHA;05410;IG.SF 65;05191;INFRALOG SM1;N;PIECE;68
79402400;V;ECRAN 1966 COMPLET BLH-POLYEST;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402401;V;ECRAN COMPLET PR TABLEAUX 1966;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402402;V;PLAQUE NF GRAND MODELE;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402403;V;PLAQUE -F- GRAND MODELE;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402406;V;PLAQUE DE RECONNAISSANCE GM;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402408;V;PLAQUE DISPENSE RECONNAISS. GM;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402409;V;PLAQUE -DD- GRAND MODELE;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402410;V;PLAQUE MI-BLANCHE MI-VERTE GM;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402453;V;"VOYANT CIRCUL.TIV.DISTAN.""160""";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402454;V;"VOYANT CIRCUL.TIV.EXECUT.""160""";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402455;V;"VOYANT REFLECTORISE ""TGV"" -B/N";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402457;V;PLAQUE CANTONNEMENT B.M-GR.MOD;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402458;V;"PLAQUE CANTONNEMENT ""PR""GR.MOD";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402460;V;MASQUE POUR PICTOGRAMME PIETON;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402509;V;PLAQUE CANTONNEMENT(BM)-PM;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402515;V;PLAQUE RECONNAISSANCE DIFFE.PM;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402545;V;"VOYANT TIV A DISTANCE ""80""";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402549;V;"VOYANT TIV A DISTANCE ""120""";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402552;V;"VOYANT TIV A DISTANCE ""150""";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402583;V;COFFRET COMMANDE-ALIM.1 CAISS.;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402584;V;COFFRET COMMANDE-ALIM.2 CAISS.;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402588;V;"VOYANT REFLECTORISE ""GARE""";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402593;V;"VOYANT NON REFLEC. ""TGV 1-2""";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402594;V;"VOYANT NON REFLEC. ""TGV 1""";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402595;V;"VOYANT NON REFLECT. ""TGV 2""";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402597;V;"VOYANT DE PANCARTE "" X A   M """;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402640;V;VOYANT MIRLITON A 1 BANDE N.R.;05410;IG.SF 65;05191;INFRALOG SM1;N;PIECE;68
79402641;V;VOYANT MIRLITON A 2 BANDES N.R;05410;IG.SF 65;05191;INFRALOG SM1;N;PIECE;68
79402642;V;VOYANT MIRLITON A 3 BANDES N.R;05410;IG.SF 65;05191;INFRALOG SM1;N;PIECE;68
79402679;V;VOYANT A LENTILLE -IMP- 450 MM;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402687;V;"VOYANT ""ARRET""500X500,REFLEC.";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402689;V;"VOYANT ""Z"" REFLECTORISE";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402691;V;"VOYANT "" MV "" REFLECTORISE";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402694;V;"VOYANT ""CDE RADIO"" REFLECTORIS";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402695;V;"VOYANT""MI-BLANC,MI-NOIR""REFLEC";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402696;V;"VOYANT""SIGNAUX A GAUCHE""REFLEC";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402697;V;"VOYANT""SIGNAUX A DROITE""REFLEC";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402853;V;VOYANT TRANSM.DONNEES NUMERIQ.;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402856;V;VOYANT Z REFLECTORISE NORMAL;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402857;V;VOYANT R REFLECTORISE NORMAL;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402871;V;ECRAN ATTENUATEUR BOITE A FEU;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79402879;V;"VOYANT ""REV"" REFLECTORISE";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403005;V;"VOYANT CIRCUL.TIV.DISTAN.""140""";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403006;V;"VOYANT CIRCUL.TIV.EXECUT.""140""";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403032;V;VOYANT ARRET RENFORTS REFLECT.;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403038;V;VOYANT REFLECT POUR FIN DE CAB;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403039;V;VOYANT CAB REFLECT BLANC/NOIR;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403040;V;VOYANT TRANSL CAB BLANC/NOIR;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403041;V;VOYANT TRANSL FIN DE CAB B/N;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403042;V;VOYANT CAB REFLECT NOIR/BLANC;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403043;V;VOYANT REFL ARR TRA CH 500X500;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403091;V;VOYANT CIR.TIV EXEC.10 REFLEC;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403092;V;VOYANT CIR.TIV EXEC.20 REFLEC;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403094;V;VOYANT CIR.TIV EXEC.40 REFLEC;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403095;V;VOYANT CIR.TIV EXEC.50 REFLEC;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403097;V;VOYANT CIR.TIV EXEC.70 REFLEC;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403098;V;VOYANT CIR.TIV EXEC.80 REFLEC;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403099;V;VOYANT CIR.TIV EXEC.90 REFLEC;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403101;V;VOYANT CIR.TIV EXEC.120 REFLEC;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403102;V;VOYANT CIR.TIV EXEC.160 REFLEC;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403104;V;VOYANT CIR.BLANC FLECHE REFLEC;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403107;V;MASQUE POUR TVP DERANGEMENT;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403120;V;INDICATEUR POSITION D'AIGUILLE;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403136;V;"VOYANT ""TTL""";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403137;V;VOYANT Z50 X REFLECTORISE;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403139;V;"VOYANT ""Z50 1-X"" REFLECTORISE";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403140;V;VOYANT Z50 REBT REFLECTORISE;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403141;V;VOYANT UFR  NON REFLECTORISE;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403149;V;CAISSON MULTILUX M500 LED;05410;IG.SF 65;05191;INFRALOG SM1;N;PIECE;68
79403150;V;ECRAN PANNEAU A BAF UNIVERSEL;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403151;V;ECRAN PANN B BAF UNIVERSEL;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403152;V;ECR INF PAN CDEFH BAF UNIV;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403153;V;ECRAN INF PANN G BAF UNIV;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403154;V;ECRAN SUP PANN C BAF UNIV;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403155;V;ECRAN SUP PANN E BAF UNIV;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403156;V;ECRAN SUP PANN F BAF UNIV;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403157;V;ECRAN SUP PANN G BAF UNIV;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403158;V;ECRAN SUP PANN H BAF UNIV;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403159;V;ECRAN PANNEAU I BAF UNIVERSEL;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403186;V;PANCARTE ARRET SECTIONMT CRIT;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403187;V;PANCARTE LONGUEUR TRAIN;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403188;V;PANCARTE REBROUSSEMENT;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403191;V;ECRAN DE CONTRASTE CARRE;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403192;V;VOYANT DE PANCARTE DEMI TOUR;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403194;V;VOYANT ERTMS N2 REFLECTORISE;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403195;V;VOYANT DEB SNCF RESEAU REFLEC;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403196;V;VOYANT FIN SNCF RESEAU REFLEC;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403198;V;ECRAN TYPE PARIS-EST A 5 FEUX;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403199;V;PANCARTE ORIGINE SECTION;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403200;V;PANCARTE IDENT SENS REP GARAGE;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403201;V;FLECHE DE REPERAGE DE GARAGE;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403203;V;"VOYANT REFLECTORISE ""NEXT""";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403204;V;"VOYANT REFLECTORISE ""FIN NEXT""";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403205;V;PANCARTE TRANSITION DE VITESSE;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403226;V;PANCARTE RACCORDEMENT;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403227;V;PANCARTE COUPE;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403228;V;PANONCEAU LONGUEUR TRAIN;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;PIECE;68
79403239;V;"REPERE ""STOP"" ETCS NORMAL";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;UNITE;68
79403240;V;"REPERE ""STOP"" ETCS REDUIT";05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;UNITE;68
79403241;V;PANCARTE ERTMS TR DE NIV NORM;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;UNITE;68
79403242;V;PANCARTE ERTMS TR DE NIV RED;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;UNITE;68
79403243;V;PANCARTE ERTMS TR DE NIV1 NORM;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;UNITE;68
79403244;V;PANCARTE ERTMS TR DE NIV1 RED;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;UNITE;68
79403245;V;PANCARTE ERTMS TR DE NIV 2 NOR;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;UNITE;68
79403246;V;PANCARTE ERTMS TR DE NIV 2 RED;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;UNITE;68
79403247;V;PANCARTE ERTMS BAISSEZ PANTO;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;UNITE;68
79403248;V;PANCARTE ERTMS PANTO ABAISSE;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;UNITE;68
79403249;V;PANCARTE ERTMS LEVEZ LE PANTO;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;UNITE;68
79403250;V;PANCARTE ERTMS AN COUP COUR;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;UNITE;68
79403251;V;PANCARTE ERTMS EXE COUP COUR;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;UNITE;68
79403252;V;PANCARTE ERTMS FIN COUP COUR;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;UNITE;68
79403253;V;PANCARTE ERTMS GSM-R;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;UNITE;68
79403254;V;PANCARTE ERTMS SIFFLEZ;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;UNITE;68
79403255;V;PANCARTE ERTMS EXE 25 KV;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;UNITE;68
79403256;V;PANCARTE ERTMS 25 KV LGV;05410;IG.SF 65;05199;INFRALOG SY NON GERE;N;UNITE;68
